source_file,entry_prompt,entry_concept,current_max_level,status,in_level2_article,level2_article_file,notes
cooking_and_food_preparation_entries.md,what does it mean to simmer?,what does it mean to simmer?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to season food?,what does it mean to season food?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to knead dough?,what does it mean to knead dough?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to boil?,what does it mean to boil?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to pour?,what does it mean to pour?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to mix?,what does it mean to mix?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to fry?,what does it mean to fry?,1,level1_only,no,,
cooking_and_food_preparation_entries.md,what does it mean to spread?,what does it mean to spread?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what is a routine?,routine,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to wake up?,what does it mean to wake up?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to get ready?,what does it mean to get ready?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to get dressed?,what does it mean to get dressed?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to wash your hands?,what does it mean to wash your hands?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to eat breakfast?,what does it mean to eat breakfast?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to go to school?,what does it mean to go to school?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to pack a backpack?,what does it mean to pack a backpack?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to line up?,what does it mean to line up?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what does it mean to go to bed?,what does it mean to go to bed?,1,level1_only,no,,
daily_routines_and_self_care_entries.md,what are pajamas?,what are pajamas?,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is data?,what is data?,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a chart?,chart,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a graph?,graph,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a tally?,tally,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a tally mark?,tally mark,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a survey?,survey,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a result?,result,1,level1_only,no,,
data_charts_and_graphs_entries.md,what does most mean?,what does most mean?,1,level1_only,no,,
data_charts_and_graphs_entries.md,what does least mean?,what does least mean?,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a bar graph?,bar graph,1,level1_only,no,,
data_charts_and_graphs_entries.md,what is a picture graph?,picture graph,1,level1_only,no,,
degrees_of_truth_entries.md,what does half-true mean?,what does half-true mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does sort of mean?,what does sort of mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does mostly mean?,what does mostly mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does not exactly mean?,what does not exactly mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does exaggerate mean?,what does exaggerate mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does approximately mean?,what does approximately mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does that's not quite right mean?,what does that's not quite right mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does roughly mean?,what does roughly mean?,1,level1_only,no,,
degrees_of_truth_entries.md,what does close enough mean?,what does close enough mean?,1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""left"" mean?","what does ""left"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""right"" mean?","what does ""right"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""up"" mean?","what does ""up"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""down"" mean?","what does ""down"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""forward"" mean?","what does ""forward"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""backward"" mean?","what does ""backward"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,what does it mean to turn?,what does it mean to turn?,1,level1_only,no,,
directions_and_navigation_entries.md,"what does ""go straight"" mean?","what does ""go straight"" mean?",1,level1_only,no,,
directions_and_navigation_entries.md,what is a map?,map,1,level1_only,no,,
directions_and_navigation_entries.md,what is a route?,route,1,level1_only,no,,
directions_and_navigation_entries.md,what is an address?,address,1,level1_only,no,,
emotions_entries.md,what is an emotion?,emotion,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is happiness?,what is happiness?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is sadness?,what is sadness?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is anger?,what is anger?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is frustration?,what is frustration?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is fear?,what is fear?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is surprise?,what is surprise?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is confusion?,what is confusion?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is love?,what is love?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is bravery?,what is bravery?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is pride?,what is pride?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is shame?,what is shame?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is excitement?,what is excitement?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is boredom?,what is boredom?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is hunger?,what is hunger?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is thirst?,what is thirst?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is pain?,what is pain?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is comfort?,what is comfort?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is fullness?,what is fullness?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is hate?,what is hate?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is loneliness?,what is loneliness?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is belonging?,what is belonging?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is calmness?,what is calmness?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is panic?,what is panic?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is nervousness?,what is nervousness?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is kindness?,what is kindness?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is cruelty?,what is cruelty?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is tiredness?,what is tiredness?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is trust?,what is trust?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is hope?,what is hope?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is curiosity?,what is curiosity?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is jealousy?,what is jealousy?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is embarrassment?,what is embarrassment?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is gratitude?,what is gratitude?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is disappointment?,what is disappointment?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is relief?,what is relief?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is wonder?,what is wonder?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
emotions_entries.md,what is worry?,what is worry?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is guilt?,what is guilt?,2,has_level2,yes,emotions_level2.md,Entry-level creation-pass review 2026-04-18: approved for Level 2 coverage in emotions_level2.md. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: dependency grounding confirmed through body-state/body-part, people-role, school, and game anchors; no article-body changes needed.
emotions_entries.md,what is disgust?,what is disgust?,1,level1_only,no,,Entry-level creation-pass review 2026-04-18: keep at Level 1 for now. Quality pass verified 2026-04-19. Gap pass verified 2026-04-19: 20/20 split retained; no article-body changes needed. Dependency pass completed 2026-04-20: keep at Level 1 because neighboring body-state/trait/reactive-state coverage is still sufficient; no article-body changes needed.
environmental_care_and_stewardship_entries.md,what is the environment?,environment,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does recycle mean?,what does recycle mean?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what is litter?,what is litter?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what is pollution?,what is pollution?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does conserve water mean?,what does conserve water mean?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does protect animals mean?,what does protect animals mean?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does plant a tree mean?,what does plant a tree mean?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does save energy mean?,what does save energy mean?,1,level1_only,no,,
environmental_care_and_stewardship_entries.md,what does take care of the earth mean?,what does take care of the earth mean?,1,level1_only,no,,
evidence_and_justification_entries.md,what is justification?,justification,2,has_level2,yes,training_data/wiki/level2_articles/evidence_and_justification_level2.md,gap_pass_completed_2026-04-20_kept_l2_source_branching_weak_justification_and_failure_modes_earn_tokens
evidence_and_justification_entries.md,what is a reason why?,reason why,2,has_level2,yes,training_data/wiki/level2_articles/evidence_and_justification_level2.md,gap_pass_completed_2026-04-20_kept_l2_causal_logical_personal_branching_and_reason_vs_example_distinction_earn_tokens
evidence_and_justification_entries.md,what does because I saw it mean?,because I saw it,1,level1_only,no,,gap_pass_completed_2026-04-20_stayed_l1_observation_source_already_covered_under_justification_sources
evidence_and_justification_entries.md,what does I know this because mean?,I know this because,1,level1_only,no,,gap_pass_completed_2026-04-20_stayed_l1_discourse_marker_syntactic_opener_not_concept_requiring_branching
evidence_and_justification_entries.md,what is an example?,example,2,has_level2,yes,training_data/wiki/level2_articles/evidence_and_justification_level2.md,gap_pass_completed_2026-04-20_kept_l2_good_vs_weak_example_treatment_and_examples_vs_proof_earn_tokens
evidence_and_justification_entries.md,what does for instance mean?,for instance,1,level1_only,no,,gap_pass_completed_2026-04-20_stayed_l1_discourse_marker_heavier_treatment_belongs_under_example
evidence_and_justification_entries.md,what does that proves mean?,that proves,2,has_level2,yes,training_data/wiki/level2_articles/evidence_and_justification_level2.md,gap_pass_completed_2026-04-20_kept_l2_prove_vs_support_calibration_and_overconfidence_treatment_earn_tokens
evidence_and_justification_entries.md,what does I can show you mean?,I can show you,1,level1_only,no,,gap_pass_completed_2026-04-20_stayed_l1_phrase_level_anchor_complete_no_branching_needed
evidence_and_justification_entries.md,what does back it up mean?,back it up,1,level1_only,no,,gap_pass_completed_2026-04-20_stayed_l1_colloquial_variant_support_concept_covered_under_justification
exceptions_and_qualifications_entries.md,what does usually mean?,what does usually mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does sometimes mean?,what does sometimes mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does except mean?,what does except mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does not always mean?,what does not always mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does most of the time mean?,what does most of the time mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does in this case mean?,what does in this case mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does special case mean?,what does special case mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does it depends mean?,what does it depends mean?,1,level1_only,no,,
exceptions_and_qualifications_entries.md,what does unless mean?,what does unless mean?,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is a food group?,food group,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is nutrition?,what is nutrition?,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is a grain?,grain,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is protein food?,what is protein food?,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is dairy?,what is dairy?,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is a vitamin?,vitamin,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is healthy food?,what is healthy food?,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is a balanced meal?,balanced meal,1,level1_only,no,,
food_groups_and_nutrition_entries.md,what is junk food?,what is junk food?,1,level1_only,no,,
foods_and_drinks_entries.md,what is food?,what is food?,1,level1_only,no,,
foods_and_drinks_entries.md,what is a drink?,drink,1,level1_only,no,,
foods_and_drinks_entries.md,what is bread?,what is bread?,1,level1_only,no,,
foods_and_drinks_entries.md,what is cheese?,what is cheese?,1,level1_only,no,,
foods_and_drinks_entries.md,what is a cookie?,cookie,1,level1_only,no,,
foods_and_drinks_entries.md,what is a cupcake?,cupcake,1,level1_only,no,,
foods_and_drinks_entries.md,what is an egg?,egg,1,level1_only,no,,
foods_and_drinks_entries.md,what is honey?,what is honey?,1,level1_only,no,,
foods_and_drinks_entries.md,what is milk?,what is milk?,1,level1_only,no,,
foods_and_drinks_entries.md,what is a milkshake?,milkshake,1,level1_only,no,,
foods_and_drinks_entries.md,what is popcorn?,what is popcorn?,1,level1_only,no,,
foods_and_drinks_entries.md,what is rice?,what is rice?,1,level1_only,no,,
foods_and_drinks_entries.md,what is soup?,what is soup?,1,level1_only,no,,
foods_and_drinks_entries.md,what is water?,what is water?,1,level1_only,no,,
foods_fruits_entries.md,what is a fruit?,fruit,1,level1_only,no,,
foods_fruits_entries.md,what is a berry?,berry,1,level1_only,no,,
foods_fruits_entries.md,what is an apple?,apple,1,level1_only,no,,
foods_fruits_entries.md,what is a banana?,banana,1,level1_only,no,,
foods_fruits_entries.md,what is a blueberry?,blueberry,1,level1_only,no,,
foods_fruits_entries.md,what is a grape?,grape,1,level1_only,no,,
foods_fruits_entries.md,what is an orange?,orange,1,level1_only,no,,
foods_fruits_entries.md,what is a strawberry?,strawberry,1,level1_only,no,,
foods_fruits_entries.md,what is a watermelon?,watermelon,1,level1_only,no,,
foods_fruits_entries.md,what is a cherry?,cherry,1,level1_only,no,,
foods_fruits_entries.md,what is a peach?,peach,1,level1_only,no,,
foods_fruits_entries.md,what is a pear?,pear,1,level1_only,no,,
foods_fruits_entries.md,what is a mango?,mango,1,level1_only,no,,
foods_fruits_entries.md,what is a lemon?,lemon,1,level1_only,no,,
foods_fruits_entries.md,what is a plum?,plum,1,level1_only,no,,
foods_fruits_entries.md,what is a pineapple?,pineapple,1,level1_only,no,,
foods_fruits_entries.md,what is a nut?,nut,1,level1_only,no,,
foods_fruits_entries.md,what is a peanut?,peanut,1,level1_only,no,,
foods_fruits_entries.md,what is a walnut?,walnut,1,level1_only,no,,
foods_fruits_entries.md,what is an almond?,almond,1,level1_only,no,,
foods_fruits_entries.md,what is a chestnut?,chestnut,1,level1_only,no,,
foods_fruits_entries.md,what is a plantain?,plantain,1,level1_only,no,,
foods_fruits_entries.md,what is a lime?,lime,1,level1_only,no,,
foods_fruits_entries.md,what is a melon?,melon,1,level1_only,no,,
foods_vegetables_entries.md,what is a vegetable?,vegetable,1,level1_only,no,,
foods_vegetables_entries.md,what is a bean?,bean,1,level1_only,no,,
foods_vegetables_entries.md,what is broccoli?,what is broccoli?,1,level1_only,no,,
foods_vegetables_entries.md,what is a cabbage?,cabbage,1,level1_only,no,,
foods_vegetables_entries.md,what is a carrot?,carrot,1,level1_only,no,,
foods_vegetables_entries.md,what is cauliflower?,what is cauliflower?,1,level1_only,no,,
foods_vegetables_entries.md,what is garlic?,what is garlic?,1,level1_only,no,,
foods_vegetables_entries.md,what is lettuce?,what is lettuce?,1,level1_only,no,,
foods_vegetables_entries.md,what is an onion?,onion,1,level1_only,no,,
foods_vegetables_entries.md,what is a pea?,pea,1,level1_only,no,,
foods_vegetables_entries.md,what is a potato?,potato,1,level1_only,no,,
foods_vegetables_entries.md,what is spinach?,what is spinach?,1,level1_only,no,,
foods_vegetables_entries.md,what is a tomato?,tomato,1,level1_only,no,,
foods_vegetables_entries.md,what is a parsnip?,parsnip,1,level1_only,no,,
foods_vegetables_entries.md,what is kale?,what is kale?,1,level1_only,no,,
foods_vegetables_entries.md,what is a sweet potato?,sweet potato,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what is a fraction?,fraction,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what are equal parts?,what are equal parts?,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what is a half?,half,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what is a quarter?,quarter,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what is a third?,third,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what does it mean to share evenly?,what does it mean to share evenly?,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what does it mean to cut in half?,what does it mean to cut in half?,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what does one out of three mean?,what does one out of three mean?,1,level1_only,no,,
fractions_and_sharing_quantities_entries.md,what does divide into mean?,what does divide into mean?,1,level1_only,no,,
